,frame_idx,x,y,width,height,is_bball
1576,928,473,44.0,27,14,True
1577,929,493,39.0,9,19,True
1578,930,506,37.0,19,19,True
1579,931,515,38.0,24,26,True
1580,932,227,357.0,22,11,False
1581,932,537,40.0,27,28,True
1582,933,225,359.0,14,17,False
1583,933,240,335.0,25,14,False
1584,933,559,44.0,18,19,True
1585,934,217,368.0,26,14,False
1586,934,565,48.0,24,25,True
1587,935,213,361.0,54,26,False
1588,935,579,55.0,21,24,True
1589,936,208,377.0,60,23,False
1590,936,591,65.0,22,24,True
1591,937,204,384.0,64,25,False
1592,937,606,69.0,23,28,True
1593,938,210,392.0,46,43,False
1594,938,619,77.0,25,27,True
1595,939,207,384.0,23,67,False
1596,939,632,88.0,25,28,True
1597,940,192,384.0,24,69,False
1598,940,644,99.0,25,24,True
1599,941,173,383.0,37,69,False
1600,941,661,113.0,24,21,True
1601,942,162,380.0,44,68,False
1602,942,673,125.0,28,20,True
1603,943,165,404.0,28,32,False
1604,943,686,140.0,27,25,True
1605,944,699,159.0,29,26,True
1606,945,715,173.0,29,27,True
1607,946,194,527.0,24,17,False
1608,946,729,200.0,27,23,True
1609,947,200,524.0,23,20,False
1610,947,164,383.0,44,56,False
1611,947,738,205.0,32,33,False
1612,948,210,521.0,20,23,False
1613,948,168,381.0,43,64,False
1614,948,746,225.0,30,16,False
1615,949,219,523.0,17,13,False
1616,949,179,382.0,35,69,False
1617,949,762,198.0,25,52,False
1618,950,228,525.0,15,19,False
1619,950,192,383.0,26,73,False
1620,950,767,235.0,26,23,True
1621,951,234,525.0,15,19,False
1622,951,230,494.0,19,8,False
1623,951,205,387.0,23,70,False
1624,951,778,246.0,26,27,True
1625,952,241,521.0,16,23,False
1626,952,211,388.0,26,68,False
1627,952,783,258.0,30,27,True
1628,953,245,518.0,32,26,False
1629,953,215,390.0,36,67,False
1630,953,793,272.0,22,23,True
1631,954,248,517.0,33,27,False
1632,954,239,484.0,8,24,False
1633,954,218,390.0,44,61,False
1634,954,220,337.0,29,20,False
1635,954,800,285.0,31,28,False
1636,955,252,517.0,20,19,False
1637,955,242,483.0,9,24,False
1638,955,222,389.0,51,55,False
1639,955,222,338.0,30,19,False
1640,955,817,301.0,23,29,True
1641,956,257,520.0,40,24,False
1642,956,246,484.0,9,28,False
1643,956,257,415.0,22,17,False
1644,956,226,391.0,24,26,False
1645,956,225,338.0,31,16,False
1646,956,822,318.0,25,12,False
1647,957,262,521.0,40,23,False
1648,957,250,485.0,9,27,False
1649,957,231,392.0,18,20,False
1650,957,232,338.0,28,33,False
1651,957,831,337.0,29,29,True
1652,958,265,522.0,38,22,False
1653,958,254,486.0,9,27,False
1654,958,220,390.0,34,36,False
1655,958,841,357.0,31,31,True
1656,958,236,340.0,28,29,False
1657,959,294,533.0,12,11,False
1658,959,258,485.0,8,26,False
1659,959,224,387.0,34,42,False
1660,959,854,379.0,28,31,True
1661,959,241,341.0,28,28,False
1662,960,259,481.0,25,30,False
1663,960,860,402.0,30,29,True
1664,960,240,389.0,24,40,False
1665,960,245,338.0,30,35,False
1666,961,178,526.0,27,18,False
1667,961,883,455.0,34,32,True
1668,961,217,452.0,68,69,False
1669,961,240,390.0,57,38,False
1670,961,256,337.0,30,36,False
1671,962,181,515.0,34,29,False
1672,962,273,486.0,9,17,False
1673,962,895,485.0,36,27,True
1674,962,236,472.0,28,26,False
1675,962,247,385.0,66,48,False
1676,962,261,338.0,30,31,False
1677,963,912,511.0,23,33,False
1678,963,189,473.0,79,71,False
1679,963,297,413.0,22,14,False
1680,963,264,342.0,34,111,False
1681,964,889,510.0,19,34,False
1682,964,197,492.0,51,52,False
1683,964,249,473.0,20,16,False
1684,964,282,422.0,38,18,False
1685,964,258,378.0,35,38,False
1686,964,272,341.0,31,21,False
1687,965,867,498.0,32,30,True
1688,965,208,498.0,49,46,False
1689,965,257,471.0,20,21,False
1690,965,300,430.0,18,17,False
1691,965,263,338.0,46,75,False
1692,966,849,488.0,34,30,True
1693,966,218,470.0,59,74,False
1694,966,270,334.0,45,122,False
1695,967,229,496.0,45,48,False
1696,967,833,479.0,33,32,True
1697,967,282,420.0,30,36,False
1698,967,282,382.0,27,24,False
1699,967,286,329.0,33,32,False
1700,968,244,499.0,36,45,False
1701,968,818,470.0,30,33,True
1702,968,285,434.0,26,22,False
1703,968,285,381.0,30,15,False
1704,968,292,326.0,31,38,False
1705,969,258,505.0,23,39,False
1706,969,799,464.0,27,18,False
1707,969,272,433.0,24,18,False
1708,969,282,380.0,37,14,False
1709,969,301,326.0,26,35,False
1710,970,314,463.0,10,23,False
1711,970,791,460.0,15,14,False
1712,970,284,376.0,39,20,False
1713,970,303,336.0,31,25,False
1714,971,297,497.0,26,47,False
1715,971,774,457.0,15,12,False
1716,971,285,380.0,29,53,False
1717,971,310,331.0,30,30,False
1718,972,311,484.0,30,60,False
1719,972,752,454.0,19,34,False
1720,972,288,382.0,31,56,False
1721,972,315,337.0,30,17,False
1722,973,280,529.0,15,15,False
1723,973,315,462.0,44,82,False
1724,973,722,453.0,39,35,True
1725,973,287,380.0,36,68,False
1726,973,321,336.0,29,31,False
1727,974,285,526.0,25,18,False
1728,974,319,468.0,30,58,False
1729,974,709,455.0,34,34,True
1730,974,287,382.0,40,73,False
1731,974,327,338.0,28,29,False
1732,975,289,525.0,21,19,False
1733,975,327,489.0,20,23,False
1734,975,691,456.0,34,37,True
1735,975,292,427.0,27,35,False
1736,975,310,385.0,20,27,False
1737,975,331,343.0,29,37,False
1738,976,294,519.0,22,25,False
1739,976,675,462.0,33,35,True
1740,976,301,445.0,25,39,False
1741,976,320,403.0,13,12,False
1742,976,336,357.0,29,23,False
1743,977,299,520.0,23,24,False
1744,977,656,468.0,35,35,True
1745,977,306,457.0,19,21,False
1746,978,638,475.0,35,36,True
1747,979,307,524.0,23,20,False
1748,979,620,485.0,36,35,True
1749,979,347,436.0,19,29,False
1750,980,604,496.0,34,36,True
1751,980,349,432.0,13,18,False
1752,980,340,345.0,31,28,False
1753,981,584,510.0,35,34,True
1754,981,350,427.0,25,24,False
1755,981,340,342.0,30,27,False
1756,982,335,535.0,33,9,False
1757,982,567,516.0,34,28,True
1758,982,340,339.0,29,21,False
1759,983,345,536.0,25,8,False
1760,983,551,505.0,30,39,False
1761,984,527,498.0,34,37,False
1762,985,512,491.0,30,38,False
1763,986,494,486.0,24,38,False
1764,986,355,438.0,12,16,False
1765,987,468,481.0,32,39,False
1766,987,327,442.0,31,22,False
1767,988,446,482.0,29,37,False
1768,988,316,455.0,27,28,False
1769,989,425,482.0,37,37,False
1770,989,305,452.0,38,83,False
1771,989,338,337.0,29,39,False
1772,990,385,481.0,37,45,False
1773,990,293,407.0,68,137,False
1774,990,329,345.0,38,42,False
1775,991,355,492.0,47,38,False
1776,991,287,410.0,45,134,False
1777,991,333,350.0,33,43,False
1778,992,341,499.0,40,45,False
1779,992,274,417.0,55,127,False
1780,992,328,356.0,34,42,False
1781,993,319,509.0,38,35,False
1782,993,254,423.0,59,121,False
1783,993,312,361.0,44,41,False
1784,994,297,520.0,39,24,False
1785,994,228,428.0,77,116,False
1786,994,344,421.0,15,27,False
1787,994,315,368.0,41,39,False
1788,995,286,515.0,24,29,False
1789,995,209,432.0,92,112,False
1790,995,309,374.0,47,121,False
1791,996,201,474.0,93,70,False
1792,996,317,425.0,37,72,False
1793,996,270,418.0,19,55,False
1794,996,290,380.0,51,40,False
1795,997,211,381.0,147,163,False
1796,998,308,425.0,47,93,False
1797,998,221,382.0,101,152,False
1798,999,209,388.0,147,144,False
1799,1000,324,485.0,30,46,False
1800,1000,290,421.0,33,62,False
1801,1000,200,390.0,93,117,False
1802,1001,328,497.0,24,47,False
1803,1001,289,420.0,31,67,False
1804,1001,194,383.0,84,124,False
1805,1002,322,495.0,27,49,False
1806,1002,278,401.0,40,84,False
1807,1002,189,367.0,76,135,False
1808,1003,312,488.0,37,56,False
1809,1003,249,391.0,60,94,False
1810,1003,182,359.0,89,116,False
1811,1004,244,398.0,103,146,False
1812,1004,178,351.0,86,115,False
1813,1005,175,343.0,158,201,False
1814,1006,217,382.0,102,162,False
1815,1006,180,336.0,69,105,False
1816,1007,239,429.0,66,115,False
1817,1007,209,379.0,60,74,False
1818,1007,182,374.0,13,42,False
1819,1007,188,329.0,41,41,False
1820,1008,235,430.0,57,114,False
1821,1008,182,368.0,77,68,False
1822,1008,180,323.0,42,43,False
1823,1009,206,419.0,73,125,False
1824,1009,199,364.0,55,71,False
1825,1009,176,318.0,43,44,False
1826,1010,214,431.0,51,113,False
1827,1010,190,395.0,73,30,False
1828,1010,235,354.0,14,30,False
1829,1010,171,314.0,33,45,False
1830,1011,239,446.0,11,12,False
1831,1011,201,433.0,48,111,False
1832,1011,182,386.0,72,42,False
1833,1011,230,353.0,14,31,False
1834,1011,165,311.0,22,21,False
1835,1012,191,434.0,48,110,False
1836,1012,178,348.0,69,77,False
1837,1012,163,308.0,19,23,False
1838,1013,183,425.0,44,119,False
1839,1013,177,362.0,65,52,False
1840,1013,157,307.0,20,17,False
1841,1014,164,426.0,60,118,False
1842,1014,165,347.0,71,67,False
1843,1015,144,438.0,72,106,False
1844,1015,157,356.0,72,60,False
1845,1016,140,433.0,70,111,False
1846,1016,157,358.0,67,60,False
1847,1017,128,438.0,78,106,False
1848,1017,147,364.0,70,55,False
1849,1018,104,528.0,37,16,False
1850,1018,137,341.0,74,164,False
1851,1018,172,309.0,10,30,False
1852,1019,126,438.0,99,106,False
1853,1019,124,311.0,74,114,False
1854,1020,120,456.0,104,88,False
1855,1020,126,359.0,66,58,False
1856,1021,115,456.0,98,88,False
1857,1021,130,440.0,13,10,False
1858,1021,111,359.0,76,50,False
1859,1022,134,456.0,72,88,False
1860,1022,101,353.0,80,54,False
1861,1023,140,463.0,59,81,False
1862,1023,104,359.0,73,47,False
1863,1024,133,484.0,57,60,False
1864,1024,101,368.0,39,28,False
1865,1024,147,343.0,27,56,False
1866,1025,133,485.0,46,59,False
1867,1025,99,371.0,39,22,False
1868,1025,158,357.0,14,43,False
1869,1026,135,496.0,34,48,False
1870,1026,99,370.0,37,25,False
1871,1026,157,357.0,12,17,False
1872,1027,132,512.0,25,32,False
1873,1027,104,371.0,19,21,False
1874,1027,156,361.0,9,32,False
1875,1029,108,511.0,11,33,False
1876,1029,71,370.0,34,30,False
1877,1030,99,510.0,17,34,False
1878,1030,71,375.0,53,38,False
1879,1031,58,373.0,77,55,False
1880,1032,52,403.0,47,40,False
1881,1032,102,363.0,49,29,False
1882,1033,44,379.0,106,85,False
1883,1034,38,450.0,39,29,False
1884,1034,81,409.0,17,37,False
1885,1034,101,383.0,45,15,False
1886,1035,31,476.0,40,31,False
1887,1035,85,409.0,13,40,False
1888,1035,98,378.0,37,24,False
1889,1038,24,502.0,39,25,False
1890,1038,114,471.0,23,28,False
1891,1038,71,409.0,22,39,False
1892,1039,28,483.0,39,27,False
1893,1039,65,410.0,24,37,False
1894,1040,33,465.0,38,30,False
1895,1040,56,408.0,27,36,False
1896,1041,36,405.0,43,78,False
1897,1042,40,403.0,38,66,False
1898,1043,40,402.0,41,55,False
1899,1044,39,401.0,44,44,False
1900,1045,39,403.0,47,33,False
1901,1046,73,398.0,15,18,False
1902,1047,52,390.0,40,27,False
1903,1048,93,374.0,17,25,False
1904,1049,93,378.0,19,23,False
1905,1054,105,367.0,22,30,False
1906,1055,119,365.0,32,30,False
1907,1056,115,365.0,49,35,False
1908,1057,143,516.0,10,17,False
1909,1057,119,365.0,41,35,False
1910,1058,135,517.0,24,27,False
1911,1058,123,367.0,49,32,False
1912,1058,153,316.0,13,16,False
1913,1059,124,371.0,57,33,False
1914,1059,151,317.0,25,18,False
1915,1060,135,377.0,57,31,False
1916,1060,151,321.0,18,20,False
1917,1061,126,476.0,20,34,False
1918,1061,139,380.0,59,35,False
1919,1061,150,324.0,17,25,False
1920,1062,130,495.0,13,15,False
1921,1062,141,384.0,63,35,False
1922,1062,152,326.0,31,22,False
1923,1063,137,487.0,18,20,False
1924,1063,182,405.0,23,22,False
1925,1063,144,384.0,34,24,False
1926,1063,157,330.0,11,19,False
1927,1064,89,528.0,30,16,False
1928,1064,141,495.0,14,15,False
1929,1064,183,413.0,22,16,False
1930,1064,159,333.0,30,19,False
1931,1065,95,524.0,30,20,False
1932,1065,181,419.0,13,14,False
1933,1065,161,334.0,11,24,False
1934,1066,100,509.0,55,35,False
1935,1066,164,344.0,13,16,False
1936,1067,107,510.0,49,34,False
1937,1067,166,347.0,14,14,False
1938,1068,116,510.0,41,34,False
1939,1068,169,349.0,14,12,False
1940,1069,126,509.0,33,35,False
1941,1070,138,516.0,23,28,False
1942,1071,154,524.0,15,20,False
1943,1072,166,527.0,14,17,False
1944,1075,188,413.0,36,41,False
1945,1075,167,397.0,15,13,False
1946,1076,171,401.0,66,62,False
1947,1077,175,401.0,72,51,False
1948,1078,179,401.0,76,40,False
1949,1079,183,394.0,72,32,False
1950,1080,187,395.0,47,25,False
1951,1080,236,379.0,21,24,False
1952,1081,192,362.0,60,51,False
1953,1082,197,351.0,55,54,False
1954,1083,200,380.0,29,19,False
1955,1084,207,376.0,17,15,False
1956,1085,205,373.0,17,18,False
1957,1086,191,369.0,28,17,False
1958,1086,182,320.0,50,37,False
1959,1087,179,317.0,52,66,False
1960,1088,179,310.0,55,62,False
1961,1089,152,537.0,34,7,False
1962,1089,179,298.0,60,66,False
1963,1090,160,526.0,34,18,False
1964,1090,178,281.0,64,82,False
1965,1091,164,524.0,22,20,False
1966,1091,178,313.0,30,36,False
1967,1091,222,258.0,35,63,False
1968,1092,167,521.0,21,23,False
1969,1092,182,309.0,29,29,False
1970,1092,245,235.0,29,26,True
1971,1093,259,214.0,31,29,True
1972,1094,274,194.0,31,30,True
1973,1095,180,530.0,15,14,False
1974,1095,291,176.0,29,29,True
1975,1096,176,515.0,26,17,False
1976,1096,306,159.0,29,29,True
1977,1097,177,519.0,28,25,False
1978,1097,189,307.0,25,24,False
1979,1097,321,144.0,29,29,True
1980,1098,176,530.0,18,14,False
1981,1098,181,311.0,36,30,False
1982,1098,336,129.0,29,30,True
1983,1099,173,531.0,35,13,False
1984,1099,181,316.0,37,35,False
1985,1099,351,116.0,28,29,True
1986,1100,181,321.0,36,36,False
1987,1100,365,104.0,29,30,True
1988,1101,183,325.0,36,38,False
1989,1101,379,94.0,28,29,True
1990,1102,393,84.0,28,25,True
1991,1103,407,76.0,28,25,True
1992,1104,423,69.0,27,28,True
1993,1105,450,59.0,29,25,True
1994,1106,471,55.0,21,28,True
1995,1107,489,53.0,16,16,True
1996,1108,496,52.0,19,28,True
1997,1109,215,363.0,21,11,False
1998,1109,510,51.0,23,29,True
1999,1110,208,367.0,23,16,False
2000,1110,521,52.0,25,27,True
2001,1111,204,376.0,19,13,False
2002,1111,539,54.0,20,25,True
2003,1112,198,366.0,43,31,False
2004,1112,554,57.0,18,23,True
2005,1113,193,372.0,62,35,False
2006,1113,573,61.0,13,25,True
2007,1114,236,408.0,18,9,False
2008,1114,186,388.0,33,26,False
2009,1114,577,74.0,21,14,True
2010,1115,183,390.0,57,57,False
2011,1115,593,74.0,21,28,True
2012,1116,181,392.0,44,73,False
2013,1116,605,81.0,25,27,True
2014,1117,187,536.0,16,8,False
2015,1117,168,394.0,25,70,False
2016,1117,625,90.0,19,25,True
2017,1118,190,533.0,18,11,False
2018,1118,150,390.0,41,72,False
2019,1118,633,103.0,28,25,True
2020,1119,200,526.0,17,18,False
2021,1119,143,387.0,40,71,False
2022,1119,649,111.0,23,24,True
2023,1120,206,521.0,17,23,False
2024,1120,134,411.0,36,41,False
2025,1120,663,123.0,27,26,True
2026,1121,208,510.0,23,34,False
2027,1121,122,416.0,36,26,False
2028,1121,679,139.0,25,28,True
2029,1122,209,499.0,51,45,False
2030,1122,694,159.0,26,21,True
2031,1123,219,514.0,26,30,False
2032,1123,708,168.0,28,29,False
2033,1124,226,514.0,25,30,False
2034,1124,130,413.0,27,19,False
2035,1124,727,187.0,24,29,False
2036,1125,229,515.0,22,29,False
2037,1125,127,409.0,40,35,False
2038,1125,735,207.0,32,28,False
2039,1126,135,392.0,48,60,False
2040,1126,739,209.0,23,32,False
2041,1127,147,388.0,39,72,False
2042,1127,754,209.0,25,9,False
2043,1128,163,391.0,22,73,False
2044,1129,171,391.0,23,76,False
2045,1129,782,237.0,19,19,False
2046,1130,171,391.0,40,76,False
2047,1130,784,249.0,25,24,False
2048,1131,189,398.0,36,63,False
2049,1131,793,271.0,24,13,False
2050,1132,176,391.0,64,65,False
2051,1132,798,271.0,27,27,False
2052,1133,254,527.0,22,17,False
2053,1133,177,348.0,75,98,False
2054,1133,809,284.0,27,28,False
2055,1134,263,533.0,14,11,False
2056,1134,236,411.0,19,15,False
2057,1134,183,389.0,39,40,False
2058,1134,200,348.0,19,27,False
2059,1134,825,315.0,23,22,False
2060,1135,189,391.0,34,35,False
2061,1135,204,348.0,24,22,False
2062,1135,833,332.0,27,16,False
2063,1136,192,390.0,34,30,False
2064,1136,840,352.0,31,30,False
2065,1136,208,349.0,13,22,False
2066,1137,225,437.0,6,34,False
2067,1137,197,392.0,32,21,False
2068,1137,853,372.0,29,28,False
2069,1137,211,350.0,28,47,False
2070,1138,861,395.0,31,21,False
2071,1138,201,392.0,36,26,False
2072,1138,218,351.0,12,22,False
2073,1139,235,494.0,20,17,False
2074,1139,871,418.0,28,23,False
2075,1139,206,393.0,71,37,False
2076,1139,225,350.0,27,30,False
2077,1140,238,493.0,21,26,False
2078,1140,201,481.0,28,30,False
2079,1140,889,444.0,25,33,False
2080,1140,253,412.0,29,14,False
2081,1140,212,393.0,33,23,False
2082,1140,227,350.0,31,32,False
2083,1141,163,535.0,18,9,False
2084,1141,189,513.0,14,14,False
2085,1141,242,494.0,12,17,False
2086,1141,207,480.0,28,32,False
2087,1141,893,472.0,34,30,False
2088,1141,263,424.0,25,8,False
2089,1141,230,350.0,34,67,False
2090,1142,899,499.0,34,29,False
2091,1142,161,483.0,77,61,False
2092,1142,220,394.0,66,53,False
2093,1142,237,339.0,31,27,False
2094,1143,172,511.0,46,33,False
2095,1143,898,510.0,31,34,False
2096,1143,220,483.0,18,30,False
2097,1143,266,439.0,16,23,False
2098,1143,227,348.0,46,73,False
2099,1144,181,510.0,45,34,False
2100,1144,884,508.0,29,28,False
2101,1144,245,436.0,33,33,False
2102,1144,237,341.0,41,80,False
2103,1145,190,510.0,42,34,False
2104,1145,868,492.0,33,27,False
2105,1145,241,425.0,33,60,False
2106,1145,244,339.0,38,68,False
2107,1146,200,507.0,42,37,False
2108,1146,858,476.0,28,31,False
2109,1146,230,428.0,43,37,False
2110,1146,242,336.0,44,69,False
2111,1147,212,511.0,37,33,False
2112,1147,841,463.0,33,22,False
2113,1147,231,337.0,59,127,False
2114,1148,224,512.0,27,32,False
2115,1148,829,449.0,28,28,False
2116,1148,229,432.0,21,23,False
2117,1148,253,345.0,39,52,False
2118,1149,816,439.0,31,22,False
2119,1149,230,435.0,19,12,False
2120,1149,277,426.0,8,22,False
2121,1149,256,373.0,31,22,False
2122,1149,266,345.0,25,15,False
2123,1150,262,512.0,18,32,False
2124,1150,284,471.0,13,22,False
2125,1150,802,431.0,32,26,False
2126,1150,258,375.0,33,24,False
2127,1150,270,342.0,32,17,False
2128,1151,272,493.0,21,51,False
2129,1151,284,470.0,17,14,False
2130,1151,790,423.0,31,27,False
2131,1151,245,420.0,15,22,False
2132,1151,274,342.0,30,59,False
2133,1152,282,494.0,21,50,False
2134,1152,292,440.0,10,36,False
2135,1152,783,416.0,28,22,False
2136,1152,245,414.0,23,30,False
2137,1152,266,341.0,42,66,False
2138,1153,289,498.0,26,46,False
2139,1153,292,459.0,12,18,False
2140,1153,766,418.0,28,12,False
2141,1153,247,413.0,27,36,False
2142,1153,272,338.0,41,60,False
2143,1154,293,496.0,33,48,False
2144,1154,251,387.0,56,67,False
2145,1154,293,341.0,24,33,False
2146,1155,296,473.0,40,71,False
2147,1155,262,387.0,50,70,False
2148,1155,292,347.0,31,22,False
2149,1156,285,473.0,52,71,False
2150,1156,273,387.0,43,77,False
2151,1156,296,348.0,31,22,False
2152,1157,719,403.0,29,30,False
2153,1157,278,347.0,57,186,False
2154,1158,330,529.0,12,15,False
2155,1158,707,405.0,31,24,False
2156,1158,286,349.0,50,177,False
2157,1159,699,411.0,28,17,False
2158,1159,290,351.0,51,193,False
2159,1160,251,531.0,23,13,False
2160,1160,685,412.0,31,33,False
2161,1160,291,351.0,55,181,False
2162,1161,259,527.0,30,17,False
2163,1161,296,477.0,44,48,False
2164,1161,674,418.0,31,30,False
2165,1161,304,393.0,52,85,False
2166,1161,316,348.0,33,31,False
2167,1162,268,476.0,75,68,False
2168,1162,665,425.0,30,27,False
2169,1162,307,392.0,57,59,False
2170,1162,320,350.0,18,29,False
2171,1163,289,473.0,50,71,False
2172,1163,640,443.0,32,32,False
2173,1163,316,390.0,63,71,False
2174,1163,335,336.0,23,30,False
2175,1164,301,504.0,36,40,False
2176,1164,326,468.0,26,13,False
2177,1164,632,455.0,29,32,False
2178,1164,319,391.0,64,65,False
2179,1164,339,336.0,24,22,False
2180,1165,313,505.0,29,39,False
2181,1165,618,468.0,31,27,False
2182,1165,324,390.0,59,61,False
2183,1165,340,345.0,28,13,False
2184,1166,328,529.0,18,15,False
2185,1166,608,482.0,31,33,False
2186,1166,334,390.0,50,60,False
2187,1166,342,342.0,27,18,False
2188,1167,349,514.0,14,30,False
2189,1167,599,499.0,29,31,False
2190,1167,331,385.0,55,62,False
2191,1167,345,341.0,30,28,False
2192,1168,586,515.0,32,29,False
2193,1168,354,512.0,19,32,False
2194,1168,344,336.0,46,125,False
2195,1169,576,527.0,30,17,False
2196,1169,357,503.0,26,41,False
2197,1169,349,389.0,37,46,False
2198,1169,353,337.0,31,29,False
2199,1170,376,531.0,12,13,False
2200,1170,565,512.0,29,32,False
2201,1170,362,498.0,11,19,False
2202,1170,355,390.0,52,53,False
2203,1170,362,337.0,26,37,False
2204,1171,553,498.0,29,32,False
2205,1171,362,391.0,52,52,False
2206,1171,366,338.0,26,22,False
2207,1172,539,487.0,32,34,False
2208,1172,369,392.0,52,43,False
2209,1172,369,338.0,26,23,False
2210,1173,530,482.0,26,31,False
2211,1173,374,392.0,62,48,False
2212,1173,370,340.0,28,34,False
2213,1174,515,474.0,28,31,False
2214,1174,378,427.0,18,16,False
2215,1174,381,393.0,39,30,False
2216,1174,375,343.0,28,27,False
2217,1175,503,469.0,28,26,False
2218,1175,381,432.0,14,14,False
2219,1175,386,394.0,21,17,False
2220,1175,380,344.0,27,22,False
2221,1176,506,464.0,11,18,False
2222,1176,448,422.0,15,12,False
2223,1176,392,397.0,17,12,False
2224,1176,381,344.0,31,30,False
2225,1177,446,423.0,21,13,False
2226,1177,385,346.0,31,28,False
2227,1178,478,459.0,21,32,False
2228,1178,398,406.0,71,36,False
2229,1178,390,349.0,30,28,False
2230,1179,400,411.0,89,71,False
2231,1179,394,353.0,29,27,False
2232,1180,430,444.0,47,39,False
2233,1180,399,417.0,22,23,False
2234,1180,396,357.0,29,25,False
2235,1181,333,534.0,15,10,False
2236,1181,429,458.0,39,42,False
2237,1181,400,420.0,16,28,False
2238,1181,400,358.0,20,27,False
2239,1182,323,534.0,21,10,False
2240,1182,428,470.0,33,45,False
2241,1183,318,534.0,19,10,False
2242,1183,419,500.0,32,34,False
2243,1184,313,535.0,17,9,False
2244,1184,410,521.0,32,23,False
2245,1184,397,457.0,13,30,False
2246,1185,309,534.0,15,10,False
2247,1185,405,522.0,28,22,False
2248,1185,390,418.0,18,61,False
2249,1186,396,517.0,32,27,False
2250,1186,392,448.0,13,29,False
2251,1186,387,417.0,15,12,False
2252,1187,393,504.0,28,31,False
2253,1187,390,456.0,16,32,False
2254,1187,383,413.0,17,27,False
2255,1188,389,457.0,26,65,False
2256,1188,380,411.0,17,15,False
2257,1188,388,376.0,31,13,False
2258,1189,390,486.0,17,23,False
2259,1189,380,456.0,20,26,False
2260,1189,377,407.0,14,18,False
2261,1189,349,393.0,18,16,False
2262,1189,383,370.0,28,19,False
2263,1190,347,366.0,59,132,False
2264,1191,339,364.0,54,121,False
2265,1192,361,465.0,21,66,False
2266,1192,333,364.0,50,93,False
2267,1193,337,490.0,50,54,False
2268,1193,352,433.0,25,19,False
2269,1193,322,366.0,55,51,False
2270,1194,335,465.0,48,79,False
2271,1194,318,369.0,52,49,False
2272,1195,331,483.0,48,61,False
2273,1195,340,467.0,14,16,False
2274,1195,311,354.0,55,59,False
2275,1196,327,496.0,44,48,False
2276,1196,306,390.0,42,21,False
2277,1197,324,495.0,37,49,False
2278,1197,336,449.0,26,13,False
2279,1197,302,383.0,42,27,False
2280,1197,327,352.0,23,23,False
2281,1198,297,480.0,51,64,False
2282,1198,332,446.0,14,10,False
2283,1198,298,350.0,49,57,False
2284,1199,291,488.0,46,56,False
2285,1199,327,420.0,13,34,False
2286,1199,295,347.0,46,53,False
2287,1200,288,488.0,42,56,False
2288,1200,323,413.0,28,38,False
2289,1200,288,343.0,51,53,False
2290,1201,282,490.0,40,54,False
2291,1201,319,410.0,27,26,False
2292,1201,289,362.0,41,33,False
2293,1202,275,495.0,34,49,False
2294,1202,291,363.0,47,71,False
2295,1203,266,497.0,36,47,False
2296,1203,300,341.0,43,126,False
2297,1204,256,518.0,19,26,False
2298,1204,274,342.0,65,96,False
2299,1205,243,517.0,24,27,False
2300,1205,268,345.0,67,97,False
2301,1206,232,520.0,25,24,False
2302,1206,263,349.0,68,95,False
2303,1207,220,522.0,28,22,False
2304,1207,261,350.0,66,104,False
2305,1208,211,528.0,25,16,False
2306,1208,258,353.0,50,99,False
2307,1209,260,483.0,14,13,False
2308,1209,256,355.0,58,86,False
2309,1210,253,483.0,36,47,False
2310,1210,252,357.0,61,84,False
2311,1211,248,459.0,39,60,False
2312,1211,245,357.0,67,84,False
2313,1212,243,485.0,38,59,False
2314,1212,241,385.0,53,51,False
2315,1213,255,496.0,22,48,False
2316,1213,232,384.0,53,56,False
2317,1214,249,495.0,20,49,False
2318,1214,242,469.0,20,9,False
2319,1214,231,353.0,56,78,False
2320,1215,237,492.0,20,52,False
2321,1215,226,350.0,57,79,False
2322,1216,229,491.0,20,53,False
2323,1216,224,349.0,56,75,False
2324,1217,220,494.0,30,50,False
2325,1217,223,348.0,52,47,False
2326,1218,209,519.0,18,25,False
2327,1218,212,385.0,16,27,False
2328,1218,240,347.0,31,33,False
2329,1219,191,528.0,25,16,False
2330,1219,218,492.0,18,18,False
2331,1219,208,344.0,60,87,False
2332,1220,166,508.0,38,36,False
2333,1220,203,474.0,19,19,False
2334,1220,205,344.0,71,90,False
2335,1221,156,496.0,49,48,False
2336,1221,210,392.0,62,54,False
2337,1221,226,348.0,12,38,False
2338,1222,177,496.0,29,31,False
2339,1222,217,413.0,55,51,False
2340,1223,174,495.0,28,13,False
2341,1223,221,416.0,51,69,False
2342,1224,236,472.0,34,34,False
2343,1224,219,441.0,15,26,False
2344,1225,234,497.0,34,33,False
2345,1226,232,518.0,34,26,False
2346,1227,231,519.0,32,25,False
2347,1227,191,509.0,13,35,False
2348,1227,213,455.0,15,13,False
2349,1227,211,350.0,7,27,False
2350,1228,186,529.0,13,15,False
2351,1228,228,518.0,35,26,False
2352,1229,179,530.0,15,14,False
2353,1229,227,500.0,34,33,False
2354,1229,224,450.0,13,16,False
2355,1230,173,533.0,14,11,False
2356,1230,226,483.0,34,34,False
2357,1230,225,447.0,15,16,False
2358,1231,225,441.0,33,62,False
2359,1232,220,433.0,37,57,False
2360,1233,223,435.0,33,43,False
2361,1233,192,397.0,17,19,False
2362,1234,222,427.0,33,40,False
2363,1234,192,397.0,16,18,False
2364,1235,221,424.0,19,13,False
